Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
2.0,4,1,57.0,7.5,0,147,197.0,0,165,5,10.0,4.41,1.83,1.675,2.65,486.0,SsangYong Korando 2021 2.0L DLX (AWD),89000.0,2,2
2.0,4,0,70.0,7.9,0,198,300.0,0,200,4,9.0,5.003,1.91,1.508,2.907,500.0,GAC GA8 2021 2.0T GE,69999.0,2,2
2.2,4,1,70.0,7.0,0,140,320.0,0,180,5,9.5,4.585,1.89,1.785,2.7,96.0,Mahindra XUV500 2021 2.2L W10 (AWD),89000.0,2,2
2.5,4,0,60.0,7.3,0,168,230.0,0,180,5,10.1,4.524,1.838,1.701,2.69,456.0,Ford Escape 2021 2.5L S,90000.0,2,2
1.4,4,0,45.0,5.2,0,122,200.0,0,203,4,8.9,3.954,1.906,1.416,2.469,270.0,Audi A1 2021 Attraction 1.4L (122 HP),90000.0,2,2
2.4,4,1,70.0,9.6,0,170,225.0,0,189,7,10.0,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Top (AWD),91000.0,2,2
2.4,4,1,70.0,9.6,0,170,225.0,0,189,7,10.0,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Base (AWD),91000.0,2,2
2.4,4,1,70.0,9.6,0,170,225.0,0,189,7,10.0,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Base (AWD),91000.0,2,2
2.0,4,1,48.0,7.0,0,148,192.0,0,190,5,8.2,4.275,1.765,1.535,2.57,240.0,Mazda CX 3 2021 2.0L SV (AWD),91000.0,2,2
2.0,4,1,63.0,7.3,0,150,196.0,2,194,5,10.4,4.465,1.8,1.615,2.665,1240.0,Subaru XV 2021 2.0L-S EyeSight ,99900.0,2,2
1.8,4,0,40.0,4.4,2,121,140.0,0,170,5,10.0,4.54,1.76,1.47,2.7,502.0,Toyota Prius 2021 Eco,91500.0,2,2
2.5,4,0,58.0,6.8,0,188,251.0,0,210,5,7.6,4.55,1.84,1.67,2.7,965.0,Mazda CX-5 2021 2.5L GS (FWD),88000.0,2,2
1.4,4,0,50.0,5.0,0,122,200.0,0,212,5,9.3,4.456,1.96,1.416,2.637,425.0,Audi A3 Sedan 2021 Attraction 1.4 (122 HP),92000.0,2,2
2.5,4,1,60.0,8.3,0,170,233.0,0,199,5,9.8,4.673,1.843,1.673,2.705,530.0,Renault Koleos 2021 2.5L LE (4WD),97000.0,2,2
1.5,4,0,56.0,6.7,0,170,275.0,0,200,5,9.2,4.63,1.839,1.661,2.725,838.0,GMC Terrain 2021 1.5T SLE (FWD),89200.0,2,2
1.5,4,0,56.0,6.7,0,170,275.0,0,200,5,9.2,4.63,1.839,1.661,2.725,838.0,GMC Terrain 2021 1.5T SLE (FWD),89200.0,2,2
2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain 2021 2.0T SLT (AWD),145000.0,2,2
2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain Denali 2021 2.0T (AWD),133500.0,2,2
1.0,3,0,50.0,4.7,0,116,200.0,0,211,5,9.9,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 Basic 30 1.0 TFSI (116 HP),94200.0,2,2
3.3,6,1,70.0,10.3,0,290,342.0,0,200,7,8.5,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Base (AWD),95000.0,2,2
3.3,6,0,70.0,10.1,0,290,342.0,0,200,7,8.7,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Base (FWD),95000.0,2,2
1.5,4,0,45.0,5.8,0,180,220.0,0,210,5,8.4,4.575,1.755,1.435,2.67,478.0,Honda Civic 2021 1.5 RS,88999.0,2,2
2.5,4,1,60.0,9.0,0,176,233.0,0,200,5,9.5,4.57,1.845,1.66,2.66,1085.0,Toyota Rav4 2021 2.5L 4WD EXR,96000.0,2,2
2.7,4,2,65.0,10.8,0,164,250.0,0,170,7,11.7,4.735,1.83,1.795,2.75,184.0,Toyota Innova 2021 2.7L Limited,99000.0,2,2
1.4,4,0,50.0,5.0,0,122,200.0,0,212,5,9.3,4.456,1.96,1.416,2.637,425.0,Audi A3 Sedan 2021 Ambition 1.4 (122 HP),99000.0,2,2
1.0,3,0,50.0,4.7,0,116,200.0,0,211,5,9.9,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 30 TFSI (116 HP),99000.0,2,2
1.0,3,0,50.0,4.7,0,116,200.0,0,211,5,9.9,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 30  TFSI Sport (116 HP),99000.0,2,2
1.0,3,0,50.0,4.7,0,116,200.0,0,211,5,9.9,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 30  TFSI Sport (116 HP),99000.0,2,2
1.8,4,0,40.0,4.4,2,121,140.0,0,170,5,10.0,4.54,1.76,1.47,2.7,502.0,Toyota Prius 2021 Iconic,99500.0,2,2
1.6,4,0,51.0,5.88,0,190,260.0,0,225,5,7.7,4.849,1.868,1.463,2.808,608.0,Renault Talisman 2021 1.6T LE,103000.0,2,2
1.4,4,0,45.0,5.3,0,122,200.0,0,203,4,8.9,3.954,1.906,1.416,2.469,270.0,Audi A1 2021 Ambition 1.4L (122 HP),103000.0,2,2
2.5,4,1,58.0,7.0,0,188,251.0,0,210,5,7.5,4.55,1.84,1.675,2.7,965.0,Mazda CX-5 2021 2.5L GTX (AWD),121000.0,2,2
2.0,4,2,50.0,8.0,0,200,205.0,0,220,4,8.2,4.234,1.775,1.285,2.57,195.0,Subaru BRZ 2021 2.0L A/T Top,107000.0,2,2
1.4,4,0,50.0,4.9,0,125,200.0,0,206,5,9.3,4.31,1.785,1.425,2.636,380.0,Audi A3 Sportback 2021 Ambition 1.4 TFSI,104000.0,2,2
1.0,3,0,50.0,4.4,0,116,200.0,0,190,5,10.5,4.191,1.794,1.508,2.601,405.0,Audi Q2 2021 30 TFSI Basic (116 HP),104600.0,2,2
3.3,6,0,70.0,9.4,0,284,336.0,0,235,5,7.2,4.97,1.87,1.47,2.855,451.0,Kia Cadenza 2021 3.3L GDi Mid,105000.0,2,2
3.3,6,0,70.0,9.4,0,284,336.0,0,235,5,7.2,4.97,1.87,1.47,2.855,451.0,Kia Cadenza 2021 3.3L GDi Mid,105000.0,2,2
1.4,4,0,50.0,5.0,0,150,250.0,0,224,5,8.2,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 Design 35 1.4 TFSI (150 HP),105000.0,2,2
1.4,4,0,50.0,5.0,0,150,250.0,0,224,5,8.2,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 35 TFSI Sport (150 HP),105000.0,2,2
2.0,4,1,48.0,6.7,0,150,194.0,2,188,5,11.8,4.625,1.815,1.73,2.67,974.0,Subaru Forester 2021 2.0i-S EyeSight ,116000.0,2,2
2.0,4,1,48.0,6.7,0,150,194.0,2,188,5,11.8,4.625,1.815,1.73,2.67,974.0,Subaru Forester 2021 2.0i Base ,91000.0,2,2
2.0,4,1,48.0,6.7,0,156,194.0,2,188,5,11.8,4.625,1.815,1.73,2.67,974.0,Subaru Forester 2021 2.0i Mid Option,101000.0,2,2
2.4,4,0,65.0,9.2,0,168,225.0,0,185,8,11.5,4.795,1.8,1.75,2.95,1107.0,Toyota Previa 2021 2.4L S,105000.0,2,2
2.7,4,1,80.0,12.4,0,164,245.0,0,180,7,12.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 2.7L EXR,106000.0,2,2
2.4,4,0,55.0,9.2,0,172,225.0,0,170,8,11.2,4.83,1.8,1.695,2.9,1087.0,Honda Odyssey J 2021 2.4 EX,99999.0,2,2
3.5,6,1,71.0,10.9,0,265,320.0,0,207,7,8.8,4.915,1.885,1.69,2.8,1842.0,Hyundai Grand Santa Fe 2021 3.3L AWD Base,123000.0,2,2
2.4,4,1,60.0,9.2,0,184,234.0,0,175,5,11.0,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 2.4L Sport,99000.0,2,2
2.5,4,0,60.0,9.4,0,176,233.0,0,200,5,8.6,4.57,1.845,1.66,2.66,1085.0,Toyota Rav4 2021 2.5L 4WD GX,109000.0,2,2
2.0,4,0,69.6,13.8,0,250,377.0,0,200,5,7.5,4795.0,2179.0,1735.0,2850.0,1111.0,Ford Edge 2021 Ambient ,109000.0,2,2
1.8,4,0,50.0,5.6,0,180,250.0,0,242,5,7.3,4.456,1.96,1.416,2.637,425.0,Audi A3 Sedan 2021 Ambition 1.8 (180 HP),109000.0,2,2
1.8,4,0,50.0,5.6,0,180,250.0,0,242,5,7.3,4.456,1.96,1.416,2.637,425.0,Audi A3 Sedan 2021 Ambition 1.8 (180 HP),109000.0,2,2
2.5,4,0,60.0,9.4,0,176,233.0,0,200,5,8.6,4.57,1.845,1.66,2.66,1085.0,Toyota Rav4 2021 2.5L 4WD GXR,110000.0,2,2
1.6,4,0,50.0,5.9,0,154,250.0,0,205,5,8.8,4.425,1.805,1.495,2.7,430.0,Infiniti Q30 2021 1.6T (FWD),110000.0,2,2
2.5,4,0,60.0,7.3,0,168,230.0,0,180,5,10.1,4.524,1.838,1.684,2.69,456.0,Ford Escape 2021 2.5L SE,111000.0,2,2
1.0,3,0,50.0,4.4,0,116,200.0,0,190,5,10.5,4.191,1.794,1.508,2.601,405.0,Audi Q2 2021 30 TFSI Design (116 HP),111000.0,2,2
1.0,3,0,50.0,4.4,0,116,200.0,0,190,5,10.5,4.191,1.794,1.508,2.601,405.0,Audi Q2 2021 30 TFSI Sport (116 HP),111000.0,2,2
2.0,4,1,57.0,8.2,0,240,365.0,0,200,5,7.5,4.524,2.078,1.684,2.69,971.0,Ford Escape 2021 2.0L EcoBoost SE (AWD),130000.0,2,2
2.0,4,0,50.0,5.8,0,190,320.0,0,250,5,6.8,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 Design 40 2.0 TFSI (190 HP),113000.0,2,2
2.0,4,0,50.0,5.8,0,190,320.0,0,250,5,6.8,4.458,1.796,1.416,2.637,425.0,Audi A3 Sedan 2021 Sport 40 2.0 TFSI (190 HP),113000.0,2,2
3.5,6,0,72.0,10.2,0,288,345.0,0,200,5,7.6,5.153,2.177,1.541,2.868,569.0,Ford Taurus 2021 3.5L V6 SE,125000.0,2,2
1.8,4,0,50.0,5.6,0,180,250.0,0,232,5,7.3,4.31,1.786,1.426,2.636,380.0,Audi A3 Sportback 2021 Ambition 1.8 TFSI,114000.0,2,2
2.0,4,1,60.0,7.4,0,180,320.0,0,208,5,7.7,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L SE ,129000.0,2,2
3.5,6,0,68.0,10.4,0,300,355.0,0,211,5,6.4,4.897,1.86,1.435,2.776,402.0,Nissan Maxima 2021 3.5L S,124000.0,2,2
1.4,4,0,50.0,5.4,0,150,250.0,0,208,5,8.5,4.191,1.794,1.508,2.601,405.0,Audi Q2 2021 35 TFSI Design (150 HP),118000.0,2,2
1.8,4,1,50.0,6.5,0,180,280.0,0,235,5,6.8,4.456,1.96,1.416,2.637,425.0,Audi A3 Sedan 2021 Ambition 1.8 Quattro (180 HP),119000.0,2,2
2.5,4,1,60.0,9.4,0,176,233.0,0,200,5,8.6,4.57,1.845,1.66,2.66,1085.0,Toyota Rav4 2021 2.5L 4WD VXR,120000.0,2,2
2.4,4,0,55.0,9.2,0,172,225.0,0,170,7,11.2,4.83,1.8,1.695,2.9,1087.0,Honda Odyssey J 2021 2.4 EX V,119999.0,2,2
2.0,4,2,45.0,8.1,0,181,205.0,0,200,2,7.9,3.915,1.735,1.23,2.31,150.0,Mazda MX-5 Convertible Hard Top 2021 2.0L (181 HP),140000.0,2,2
2.0,4,2,50.0,7.1,0,197,205.0,0,225,4,8.2,4.24,1.775,1.32,2.57,243.0,Toyota 86 2021 VTX,123000.0,2,2
2.0,4,0,59.0,6.2,0,252,352.0,0,200,5,8.0,4.65,1.844,1.661,2.725,846.0,Chevrolet Equinox 2021 2.0T Premier (FWD) ,111300.0,2,2
2.7,4,1,87.0,12.4,0,160,246.0,0,170,5,13.5,4.485,1.885,1.845,2.45,700.0,Toyota Land Cruiser Prado 2021 (3 Door) 2.7L GXR,125000.0,2,2
2.7,4,1,87.0,12.4,0,160,246.0,0,170,5,13.5,4.485,1.885,1.845,2.45,700.0,Toyota Land Cruiser Prado 2021 (3 Door) 2.7L GXR,125000.0,2,2
2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L EXR,125000.0,2,2
1.8,4,1,55.0,6.5,0,180,250.0,0,228,5,6.8,4.31,1.786,1.426,2.636,380.0,Audi A3 Sportback 2021 Ambition 1.8 TFSI quattro,125000.0,2,2
3.3,6,1,70.0,10.3,0,290,342.0,0,200,7,8.5,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Top (AWD),126000.0,2,2
3.3,6,1,70.0,10.3,0,265,335.0,0,200,7,8.5,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 3.3L Mid Option (AWD),126000.0,2,2
1.5,3,2,52.0,5.4,0,109,180.0,0,195,5,10.9,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 116i,127000.0,2,2
4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L GXR,128000.0,2,2
3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Longitude,109000.0,2,2
1.4,4,0,64.0,5.8,0,150,250.0,0,204,5,8.9,4.388,2.019,1.608,2.603,460.0,Audi Q3 2021 30 TFSI (150 HP),129000.0,2,2
3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLE2 (FWD),127400.0,2,2
1.6,4,2,60.0,5.9,0,136,220.0,0,210,5,8.9,4.624,2.03,1.429,2.81,368.0,BMW 3 Series 2021 316i,130000.0,2,2
1.4,4,0,45.0,5.9,0,185,250.0,0,227,4,6.9,3.954,1.906,1.416,2.469,270.0,Audi A1 2021 Ambition 1.4L (185 HP),130000.0,2,2
2.4,4,0,65.0,9.2,0,168,225.0,0,185,7,11.5,4.795,1.8,1.75,2.95,1107.0,Toyota Previa 2021 2.4L SE,130000.0,2,2
1.5,3,0,40.0,5.3,0,136,220.0,0,210,4,8.0,3.821,1.727,1.414,2.495,211.0,Mini Hatch 2021 3-Door Cooper,109000.0,2,2
5.3,6,1,136.0,15.6,0,285,413.0,0,180,6,7.8,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 4.3L V6 WT,102500.0,2,2
1.4,4,0,64.0,5.8,0,150,250.0,0,204,5,8.9,4.388,2.019,1.608,2.603,460.0,Audi Q3 2021 30 TFSI Design (150 HP),132000.0,2,2
3.5,6,0,68.0,10.4,0,300,355.0,0,211,5,6.4,4.897,1.86,1.435,2.776,402.0,Nissan Maxima 2021 3.5L SV,140000.0,2,2
2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L GXR,134000.0,2,2
3.3,6,0,70.0,9.4,0,284,336.0,0,235,5,7.2,4.97,1.87,1.47,2.855,451.0,Kia Cadenza 2021 3.3L GDi Top,135000.0,2,2
1.4,4,0,60.0,7.5,0,170,250.0,0,220,5,8.2,4.351,1.798,1.465,2.634,350.0,Alfa Romeo Giulietta 2021 Super,99000.0,2,2
1.8,4,0,60.0,7.5,0,241,340.0,0,244,5,6.0,4.351,1.798,1.465,2.634,350.0,Alfa Romeo Giulietta 2021 Veloce ,135000.0,2,2
1.5,4,2,60.0,5.4,0,136,220.0,0,210,5,9.1,4.633,1.811,1.429,2.81,480.0,BMW 3 Series 2021 318i,135000.0,2,2
2.0,4,0,50.0,6.0,0,208,350.0,0,230,5,7.3,4.425,1.805,1.495,2.7,430.0,Infiniti Q30 2021 2.0T Premium,135000.0,2,2
1.4,4,1,64.0,6.5,0,150,250.0,0,217,5,7.6,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI quattro (150 HP),136000.0,2,2
3.7,6,2,72.0,10.6,0,328,363.0,1,250,2,5.3,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe M/T,136900.0,2,2
3.7,6,2,72.0,10.6,0,328,363.0,1,250,2,5.3,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe M/T Full Option,136900.0,2,2
3.7,6,2,72.0,10.5,0,328,363.0,0,250,2,5.6,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe A/T Full Option,136900.0,2,2
1.4,4,0,54.0,5.6,0,150,250.0,0,210,5,8.5,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 30 TFSI Basic (150 HP),138000.0,2,2
4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L VXR,139000.0,2,2
3.2,5,1,80.0,9.0,1,200,470.0,0,175,5,10.6,5.362,1.976,1.816,3.221,1180.0,Ford Ranger 2021 3.2L Wild Trak 4X4,139000.0,2,2
2.0,4,1,60.0,7.4,0,180,320.0,0,208,5,7.7,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L SEL,138500.0,2,2
2.0,4,1,66.0,7.0,0,268,350.0,0,250,5,5.6,4.869,1864.0,1.469,2.841,625.0,Skoda Superb 2021 2.0 TSI L&K (AWD),139000.0,2,2
1.5,4,0,66.0,5.8,0,150,250.0,0,220,5,8.6,4.869,1.864,1.468,2.841,625.0,Skoda Superb 2021 1.5 TSI Ambition (AWD),99000.0,2,2
1.5,3,0,40.0,5.2,0,136,220.0,0,207,5,8.0,3.982,1.727,1.425,2.567,278.0,Mini Hatch 2021 5-Door Cooper,113000.0,2,2
2.0,4,0,44.0,5.5,0,192,280.0,0,235,5,6.9,4.005,1.727,1.425,2.567,278.0,Mini Hatch 2021 5-Door Cooper S,155000.0,2,2
4.0,6,1,159.0,12.6,0,270,380.0,0,180,5,8.2,4.67,1.905,1.83,2.69,790.0,Toyota FJ Cruiser 2021 4.0L GXR,139000.0,2,2
4.0,6,1,159.0,12.6,0,270,380.0,0,180,5,8.2,4.67,1.905,1.83,2.69,790.0,Toyota FJ Cruiser 2021 4.0L GXR,139000.0,2,2
3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 1LT,142400.0,2,2
1.5,4,2,42.0,5.0,0,140,220.0,0,213,5,8.5,4.319,1.799,1.434,2.67,380.0,BMW 1 Series 2021 118i,140000.0,2,2
1.4,4,1,64.0,6.5,0,150,250.0,0,217,5,7.6,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI Design quattro (150 HP),140000.0,2,2
3.7,6,2,72.0,19.0,0,328,363.0,0,250,2,5.1,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe A/T,141000.0,2,2
2.5,4,1,60.0,10.9,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Mid,154000.0,2,2
2.0,4,1,64.0,6.9,0,220,350.0,0,233,5,6.4,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 40 TFSI Design quattro (220 HP),145000.0,2,2
1.5,3,0,51.0,5.7,0,136,220.0,0,200,5,9.6,4.299,1.822,1.822,2.67,450.0,Mini Countryman 2021 Cooper,145000.0,2,2
2.0,4,0,44.0,5.4,0,192,280.0,0,235,4,6.7,3.85,1.727,1.414,2.495,211.0,Mini Hatch 2021 3-Door Cooper S,160000.0,2,2
2.0,4,1,55.0,6.9,0,280,380.0,0,250,5,5.0,4.469,1.96,1.392,2.631,390.0,Audi A3 Sedan 2021 S3 (292 HP),147000.0,2,2
2.0,4,0,54.0,4.9,0,190,320.0,0,240,5,7.3,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 40 TFSI Basic (190 HP),148000.0,2,2
3.7,6,2,72.0,19.0,0,328,363.0,1,250,2,6.1,4.25,1.845,1.325,2.55,139.0,Nissan 370Z 2021 Roadster M/T,148000.0,2,2
3.7,6,2,72.0,19.0,0,328,363.0,1,250,2,6.1,4.25,1.845,1.325,2.55,139.0,Nissan 370Z 2021 Roadster M/T,148000.0,2,2
2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L VXR,149000.0,2,2
5.7,8,2,100.0,15.2,0,381,544.0,0,180,8,7.2,5.21,2.03,1.955,3.1,456.0,Toyota Sequoia 2021 5.7L SR5 4x2,149000.0,2,2
3.5,6,0,68.0,10.4,0,300,355.0,0,211,5,6.4,4.897,1.86,1.435,2.776,402.0,Nissan Maxima 2021 3.5L SR1,151000.0,2,2
2.0,4,1,56.0,6.0,0,208,350.0,0,230,5,7.3,4.425,1.805,1.475,2.7,430.0,Infiniti Q30 2021 2.0T Sport (AWD),149000.0,2,2
3.7,6,2,72.0,19.0,0,328,363.0,0,250,2,6.1,4.25,1.845,1.325,2.55,139.0,Nissan 370Z 2021 Roadster A/T,149500.0,2,2
1.5,3,0,40.0,5.3,0,136,220.0,0,205,4,8.7,3.821,1.727,1.415,2.495,160.0,Mini Convertible 2021 Cooper,145000.0,2,2
1.4,4,0,54.0,5.6,0,150,250.0,0,210,5,8.5,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 30 TFSI Design (150 HP),152000.0,2,2
1.4,4,0,54.0,5.6,0,150,250.0,0,210,5,8.5,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 30 TFSI Sport (150 HP),152000.0,2,2
3.2,6,1,60.0,10.1,0,272,316.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Trailhawk,129000.0,2,2
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L EXR,153000.0,2,2
3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GT,121900.0,2,2
3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GTS,135900.0,2,2
2.0,4,0,63.0,7.7,0,150,200.0,0,202,5,9.7,4.454,2.044,1.545,2.76,420.0,BMW X1 2021 sDrive18i,153000.0,2,2
2.0,4,2,63.0,6.3,0,250,365.0,0,250,5,6.5,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T R-Dynamic (250 PS),184500.0,2,2
2.0,4,0,54.0,4.9,0,190,320.0,0,240,5,7.3,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 40 TFSI Design (190 HP),158000.0,2,2
2.0,4,0,54.0,4.9,0,190,320.0,0,240,5,7.3,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 40 TFSI Sport (190 HP),158000.0,2,2
2.0,4,1,68.5,8.0,0,240,340.0,0,200,5,7.6,4.599,2.069,1.724,2.741,981.0,Land Rover Discovery Sport 2021 2.0T S (AWD),185100.0,2,2
1.6,4,2,52.0,5.9,0,177,250.0,0,222,5,7.2,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 120i,159000.0,2,2
3.7,6,0,72.0,11.2,0,305,379.0,0,205,5,7.6,4.742,2.222,1.709,2.824,915.0,Lincoln MKX 2021 3.7L Premier (Cargo Package),159000.0,2,2
2.0,4,1,60.0,9.8,0,235,350.0,0,200,5,7.2,4.63,1.845,1.63,2.66,500.0,Lexus NX 2021 300 Premier,159000.0,2,2
2.0,4,1,56.0,6.6,0,211,350.0,0,230,5,6.6,4.424,1.804,1.494,2.699,421.0,Mercedes-Benz GLA 2021 250 4MATIC,159000.0,2,2
3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 3LT,169300.0,2,2
3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT1 (FWD),160000.0,2,2
3.6,6,1,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L AT4 (AWD) ,145000.0,2,2
3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Limited ,135000.0,2,2
2.5,4,1,60.0,11.2,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Premium,169000.0,2,2
1.5,3,0,51.0,5.3,0,136,220.0,0,205,5,9.2,4.342,2.038,1.586,2.67,468.0,BMW 2 Series Active Tourer 2021 218i,160000.0,2,2
2.0,4,1,55.0,7.3,0,286,380.0,0,250,5,5.0,4.324,1.785,1.404,2.631,340.0,Audi A3 Sportback 2021 S3 (286 HP) quattro,160000.0,2,2
2.0,4,1,55.0,7.3,0,290,400.0,0,250,5,4.7,4.469,1.796,1.392,2.631,390.0,Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),163000.0,2,2
6.4,8,2,72.0,12.7,0,485,637.0,0,281,5,5.0,5.088,1.885,1.48,3.052,461.0,Dodge Charger 2021 6.4L R/T Scatpack ,190900.0,2,2
1.8,4,0,63.0,5.9,0,170,320.0,0,220,5,8.4,4.712,2.02,1.391,2.81,480.0,Audi A5 Sportback 2021 1.8L (170 HP),164000.0,2,2
2.0,4,0,62.5,7.2,0,250,389.0,0,200,5,7.1,4.925,2.116,1.476,2.85,436.0,Lincoln MKZ 2021 2.0L Select,144000.0,2,2
2.0,4,2,60.0,4.5,1,190,400.0,0,235,5,6.8,4.633,1.811,1.429,2.81,480.0,BMW 3 Series 2021 320d,165000.0,2,2
1.8,4,0,45.0,4.1,2,134,142.0,0,182,5,10.3,4.35,1.765,1.455,2.6,275.0,Lexus CT 2021 200h Prestige,145000.0,2,2
2.0,4,1,51.0,6.6,0,192,280.0,0,225,5,7.2,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 Cooper S ALL4,178000.0,2,2
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L GXR,168000.0,2,2
2.0,4,1,88.5,10.0,0,300,400.0,0,191,5,8.0,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 SE (P300),197200.0,2,2
3.7,6,2,80.0,12.0,0,330,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Luxe,170000.0,2,2
3.7,6,2,80.0,12.0,0,330,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Luxe,170000.0,2,2
2.0,4,0,44.0,5.8,0,192,280.0,0,225,4,7.1,3.85,1.727,1.415,2.495,160.0,Mini Convertible 2021 Cooper S,155000.0,2,2
2.0,4,0,44.0,5.7,0,231,350.0,0,225,4,6.1,3.85,1.727,1.415,2.495,160.0,Mini Convertible 2021 John Cooper Works,189000.0,2,2
