Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
2.9,6,1,75.0,9.4,0,440,550.0,0,263,5,5.0,4.931,1.983,1.676,2.895,625.0,Porsche Cayenne Coupe 2021 S,396800.0,1,1
2.0,4,2,68.0,6.6,0,258,400.0,0,250,5,6.3,5.091,1.902,1.538,3.07,610.0,BMW 6 Series Gran Turismo 2021 630i,331000.0,1,1
1.8,4,2,40.0,9.8,0,240,350.0,0,258,2,4.5,3.989,2.09,1.183,2.38,110.0,Alfa Romeo 4C 2021 Spider,314500.0,1,1
3.0,6,1,80.0,10.9,0,430,580.0,0,264,5,5.2,5.005,1.981,1.693,3.004,550.0,Maserati Levante 2021 3.0T V6 S,429000.0,1,1
3.0,6,1,80.0,10.9,0,430,580.0,0,264,5,5.2,5.005,1.981,1.693,3.004,550.0,Maserati Levante 2021 3.0T V6 S GranLusso,459000.0,1,1
3.0,6,1,80.0,10.9,0,430,580.0,0,264,5,5.2,5.005,1.981,1.693,3.004,550.0,Maserati Levante 2021 3.0T V6 S GranSport,469000.0,1,1
3.8,8,1,80.0,13.5,0,550,730.0,0,292,5,4.0,5.02,1.981,1.693,3.004,580.0,Maserati Levante 2021 3.8T V8 GTS,549000.0,1,1
3.8,8,1,80.0,13.5,0,590,730.0,0,304,5,3.9,5.02,1.981,1.693,3.004,580.0,Maserati Levante 2021 3.8T V8 Trofeo,649000.0,1,1
3.0,6,2,67.0,9.1,0,385,450.0,0,291,4,4.2,4.519,1.852,1.298,2.45,132.0,Porsche 911 2021 Carrera,398800.0,1,1
2.0,4,2,78.0,6.2,0,258,400.0,0,250,5,6.3,5.247,2.142,1.478,3.21,515.0,BMW 7 Series 2021 730Li,398000.0,1,1
2.0,4,2,78.0,6.2,0,258,400.0,0,250,5,6.3,5.247,2.142,1.478,3.21,515.0,BMW 7 Series 2021 730Li,398000.0,1,1
3.5,6,2,82.0,11.9,0,416,600.0,0,250,5,4.9,5.235,1.9,1.45,3.125,480.0,Lexus LS 2021 500 F Sport,390000.0,1,1
3.0,6,1,83.0,8.8,0,340,450.0,0,243,5,5.5,4.922,2.004,1.745,2.975,645.0,BMW X5 2021 40i xDrive,347000.0,1,1
4.4,6,1,83.0,11.6,0,462,650.0,0,243,5,4.7,4.922,2.004,1.745,2.975,645.0,BMW X5 2021 50i xDrive ,427000.0,1,1
6.2,8,1,98.0,14.0,0,420,623.0,0,180,8,6.3,5.179,2.045,1.89,2.946,430.0,Cadillac Escalade 2021 6.2L Platinum,381500.0,1,1
5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Premier,405000.0,1,1
3.5,6,2,60.0,9.6,0,430,450.0,0,280,4,3.7,4.361,2.047,1.229,2.575,170.0,Lotus Evora 2021 GT430,633000.0,1,1
4.0,8,1,82.0,9.4,0,460,660.0,0,250,5,4.5,5.172,1.945,1.473,2.998,520.0,Audi A8 2021 60 TFSI quattro (460 HP),432495.0,1,1
4.0,8,1,82.0,9.4,0,460,660.0,0,250,5,4.6,5.302,1.945,1.486,3.128,520.0,Audi A8 2021 60 TFSI quattro Long (460 HP) ,459165.0,1,1
6.2,8,2,70.0,14.7,0,707,881.0,0,328,5,3.6,5.1,1.905,1.48,3.058,481.0,Dodge Charger 2021 6.2L SRT Hellcat A/T,314900.0,1,1
3.0,6,1,105.0,9.2,0,360,495.0,0,209,5,6.6,4.851,1.983,1.78,2.923,784.0,Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS) ,460635.0,1,1
3.0,6,1,105.0,9.2,0,360,495.0,0,209,5,6.6,4.851,1.983,1.78,2.923,784.0,Land Rover Range Rover Sport 2021 3.0L V6 Black Edition (360 PS) ,424515.0,1,1
3.0,6,2,75.0,8.2,0,330,450.0,0,264,4,5.7,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 Base,422100.0,1,1
3.0,6,1,67.0,9.1,0,385,450.0,0,291,4,4.2,4.519,1.852,1.298,2.45,132.0,Porsche 911 2021 Carrera 4,428700.0,1,1
3.5,6,2,82.0,11.9,0,416,600.0,0,250,5,4.9,5.235,1.9,1.45,3.125,480.0,Lexus LS 2021 500 Platinum,415000.0,1,1
3.5,6,2,82.0,11.9,0,416,600.0,0,250,5,4.9,5.235,1.9,1.45,3.125,480.0,Lexus LS 2021 500 Platinum,415000.0,1,1
3.5,6,2,82.0,8.4,0,354,500.0,0,220,5,5.4,5.235,1.9,1.45,3.125,430.0,Lexus LS 2021 500h Platinum,415000.0,1,1
5.0,8,2,82.0,12.3,0,471,540.0,0,270,4,4.4,4.759,1.92,1.346,2.87,197.0,Lexus LC 500 2021 5.0L V8 Platinum,415000.0,1,1
3.5,6,2,84.0,7.8,2,354,540.0,0,250,4,4.7,4.759,1.92,1.346,2.87,133.0,Lexus LC 500h 2021 3.5L Platinum,415000.0,1,1
6.2,8,2,70.0,18.0,0,707,881.0,0,314,5,3.6,5.018,2.012,1.46,2.951,459.0,Dodge Challenger 2021 6.2L Hellcat Widebody A/T,339900.0,1,1
6.2,8,2,70.0,10.6,0,797,959.0,0,327,5,3.4,5.027,1.923,1.448,2.951,459.0,Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,401900.0,1,1
4.6,8,1,100.0,11.5,0,455,700.0,0,250,7,5.4,5.12,2.141,1.85,3.075,680.0,Mercedes-Benz GLS 2021 500 4MATIC,425000.0,1,1
3.0,6,2,70.0,8.2,0,367,500.0,0,250,5,5.1,5.271,1.905,1.498,3.165,530.0,Mercedes-Benz S-Class 2021 S 450,430000.0,1,1
3.0,6,2,80.0,9.1,0,350,500.0,0,270,5,5.5,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6,419000.0,1,1
3.0,6,2,80.0,9.1,0,350,500.0,0,270,5,5.5,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6,419000.0,1,1
3.0,6,2,80.0,9.1,0,350,500.0,0,270,5,5.5,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 GranLusso,459000.0,1,1
3.0,6,2,80.0,9.1,0,350,500.0,0,270,5,5.5,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 GranSport,469000.0,1,1
3.0,6,2,67.0,9.1,0,385,450.0,0,289,4,4.4,4.519,1.852,2.024,2.45,132.0,Porsche 911 2021 Carrera Cabriolet ,446600.0,1,1
3.0,6,2,60.0,8.3,0,431,550.0,0,250,5,4.1,4.671,1.877,1.424,2.812,480.0,BMW M3 Sedan 2021 3.0T,440000.0,1,1
3.0,6,2,78.0,7.0,0,326,450.0,0,250,5,5.6,5.238,1.902,1.485,3.21,515.0,BMW 7 Series 2021 740Li,507000.0,1,1
3.0,6,2,64.0,8.9,0,450,530.0,0,308,4,3.7,4.519,1.852,1.3,2.45,132.0,Porsche 911 2021 Carrera S,474600.0,1,1
3.0,6,2,80.0,8.5,0,367,500.0,0,250,4,4.8,4.988,1.89,1.435,2.939,520.0,Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,420000.0,1,1
3.0,6,1,80.0,8.5,0,435,520.0,0,250,4,4.5,5.001,1.89,1.422,2.939,520.0,Mercedes-Benz CLS-Class 2021 CLS AMG 53 4MATIC+,455000.0,1,1
3.0,6,1,67.0,9.2,0,385,450.0,0,289,2,4.4,4.519,1.852,1.298,2.45,132.0,Porsche 911 2021 Carrera 4 Cabriolet ,476500.0,1,1
3.0,6,2,60.0,8.3,0,431,550.0,0,250,4,4.1,4.671,1.87,1.383,2.812,445.0,BMW M4 Coupe 2021 3.0T,412000.0,1,1
3.0,6,1,72.0,8.0,0,340,500.0,0,250,5,5.6,5.172,1.945,1.473,2.998,505.0,Audi A8 2021 55 TFSI quattro (340 HP),362460.0,1,1
3.0,6,1,72.0,8.0,0,340,500.0,0,250,5,5.7,5.302,1.945,1.485,3.128,505.0,Audi A8 2021 55 TFSI quattro Long (340 HP),385035.0,1,1
3.8,6,1,72.0,11.8,0,565,637.0,0,315,4,2.8,4.71,1.895,1.37,2.78,249.0,Nissan GT-R 2021 Premium,498685.0,1,1
3.8,6,1,72.0,11.8,0,565,637.0,0,315,4,2.8,4.71,1.895,1.37,2.78,249.0,Nissan GT-R 2021 50th Anniversary ,509145.0,1,1
3.8,6,1,72.0,11.8,0,565,637.0,0,315,4,2.8,4.71,1.895,1.37,2.78,249.0,Nissan GT-R 2021 50th Anniversary ,509145.0,1,1
3.0,6,2,65.0,7.7,0,367,500.0,0,250,2,4.9,4.617,2.099,1.315,2.585,485.0,Mercedes-Benz SL-Class 2021 SL 400,470000.0,1,1
3.0,6,2,80.0,9.6,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S,479000.0,1,1
3.0,6,1,104.0,7.5,0,400,550.0,0,225,5,5.9,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 3.0L SC V6 HST (400 PS)  ,495810.0,1,1
5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Platinum,475000.0,1,1
3.5,6,2,82.0,11.9,0,416,600.0,0,250,4,4.9,5.235,1.9,1.45,3.125,480.0,Lexus LS 2021 500 Titanium,475000.0,1,1
3.5,6,2,82.0,8.4,0,354,500.0,0,220,4,5.4,5.235,1.9,1.45,3.125,430.0,Lexus LS 2021 500h Titanium,475000.0,1,1
5.0,8,2,82.0,12.3,0,471,540.0,0,270,4,4.4,4.759,1.92,1.346,2.87,197.0,Lexus LC 500 2021 5.0L V8 Carbon,475000.0,1,1
3.8,6,1,72.0,11.8,0,565,637.0,0,315,4,2.8,4.71,1.895,1.37,2.78,249.0,Nissan GT-R 2021 Black Edition,553101.0,1,1
3.0,6,1,67.0,8.9,0,450,530.0,0,306,4,3.6,4.519,1.852,1.3,2.45,132.0,Porsche 911 2021 Carrera 4S ,504600.0,1,1
3.0,6,1,105.0,9.3,0,400,550.0,0,225,5,6.3,4.999,1.983,1.835,2.922,550.0,Land Rover Range Rover 2021 3.0L V6 UAE Edition (400 PS),588630.0,1,1
2.9,6,1,80.0,2.5,2,462,700.0,0,278,4,4.6,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 4 E-Hybrid,497600.0,1,1
3.0,6,2,60.0,8.7,0,431,550.0,0,250,4,4.4,4.671,1.87,1.386,2.812,220.0,BMW M4 Convertible 2021 3.0T,448000.0,1,1
3.0,6,2,67.0,9.1,0,450,530.0,0,306,2,3.9,4.519,1.852,1.299,2.45,132.0,Porsche 911 2021 Carrera S Cabriolet ,519700.0,1,1
2.9,6,1,80.0,2.5,2,462,700.0,0,275,5,4.6,5.049,1.99,1.428,2.95,425.0,Porsche Panamera Sport Turismo 2021 4 E-Hybrid,506700.0,1,1
5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Signature,500000.0,1,1
5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Signature,500000.0,1,1
5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Signature BE,525000.0,1,1
6.2,8,1,93.0,18.0,0,707,875.0,0,290,5,3.7,4.822,1.943,1.778,2.914,782.0,Jeep Grand Cherokee 2021 6.2L Trackhawk (707 HP),375000.0,1,1
5.0,8,1,104.0,12.8,0,525,625.0,0,250,5,5.3,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),562170.0,1,1
4.7,8,2,86.0,15.5,0,460,520.0,0,299,4,4.8,4.881,2.056,1.353,2.942,260.0,Maserati GranTurismo 2021 4.7L V8 Sport,509000.0,1,1
4.7,8,2,86.0,15.5,0,460,520.0,0,301,4,4.7,4.881,2.056,1.353,2.942,260.0,Maserati GranTurismo 2021 4.7L V8 MC,569000.0,1,1
4.0,8,1,66.0,9.1,0,612,850.0,0,250,5,3.4,4.993,1.907,1.46,2.939,540.0,Mercedes-Benz E 63 AMG 2021 S 4MATIC+,510000.0,1,1
4.0,8,1,82.0,9.6,0,571,800.0,0,250,5,3.8,5.179,1.945,1.474,2.998,505.0,Audi S8 2021 4.0 TFSI quattro (571 HP) ,570885.0,1,1
2.9,6,1,80.0,2.5,2,462,700.0,0,278,4,4.6,5.199,1.937,1.428,3.1,500.0,Porsche Panamera 2021 4 E-Hybrid Executive,523400.0,1,1
2.9,6,1,75.0,8.2,0,440,550.0,0,289,4,4.4,5.049,1.937,1.423,2.95,495.0,Porsche Panamera 2021 4S,526700.0,1,1
4.7,8,2,65.0,9.0,0,455,700.0,0,250,2,4.3,4.617,2.099,1.315,2.585,485.0,Mercedes-Benz SL-Class 2021 SL 500,520000.0,1,1
3.0,6,1,67.0,8.9,0,450,530.0,0,304,2,3.8,4.519,1.852,1.299,2.45,132.0,Porsche 911 2021 Carrera 4S Cabriolet ,549600.0,1,1
3.0,6,2,80.0,10.5,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S GranLusso,509000.0,1,1
3.0,6,2,80.0,10.5,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S GranSport,519000.0,1,1
2.9,6,1,75.0,8.3,0,440,550.0,0,286,5,4.4,5.049,1.99,1.428,2.95,520.0,Porsche Panamera Sport Turismo 2021 4S,535200.0,1,1
4.0,8,1,80.0,10.1,0,469,700.0,0,250,5,4.6,5.271,1.905,1.498,3.165,530.0,Mercedes-Benz S-Class 2021 S 560 4MATIC,540000.0,1,1
3.0,6,1,75.0,8.3,0,435,550.0,0,289,4,4.5,5.199,1.937,1.428,3.1,500.0,Porsche Panamera 2021 4S Executive,559400.0,1,1
4.4,8,1,78.0,8.5,0,530,750.0,0,250,5,4.0,5.12,1.902,1.485,3.21,515.0,BMW 7 Series 2021 750Li xDrive,602000.0,1,1
4.0,8,2,73.0,10.3,0,503,685.0,0,314,2,3.6,4.465,1.942,1.273,2.704,300.0,Aston Martin Vantage 2021 4.0T V8 ,634615.0,1,1
5.0,8,1,100.0,12.3,0,585,760.0,0,250,7,4.6,5.13,2.141,1.85,3.075,680.0,Mercedes-Benz GLS 63 AMG 2021 5.0L 4MATIC,580000.0,1,1
4.0,8,1,90.0,11.9,0,550,770.0,0,286,5,4.1,4.926,1.983,1.673,2.895,745.0,Porsche Cayenne 2021 Turbo,590600.0,1,1
4.0,8,1,90.0,11.9,0,550,770.0,0,286,5,3.9,4.939,1.989,1.653,2.895,625.0,Porsche Cayenne Coupe 2021 Turbo,598700.0,1,1
5.0,8,1,104.0,12.8,0,525,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS),654360.0,1,1
5.0,8,1,104.0,12.8,0,525,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L V8 Fifty (525 PS) ,819735.0,1,1
4.7,8,2,75.0,14.5,0,460,520.0,0,288,4,5.0,4.881,2.056,1.353,2.942,173.0,Maserati GranCabrio 2021 4.7L V8 Sport,574000.0,1,1
4.0,8,2,80.0,10.3,0,465,700.0,0,250,4,4.6,5.032,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S 560,605000.0,1,1
3.8,8,2,80.0,10.7,0,530,710.0,0,310,5,4.7,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.8T V8 GTS GranLusso,599000.0,1,1
3.8,8,2,80.0,10.7,0,530,710.0,0,310,5,4.7,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.8T V8 GTS GranSport,619000.0,1,1
5.0,8,1,104.0,12.8,0,575,700.0,0,280,5,4.5,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS),727335.0,1,1
0.0,8,2,73.0,10.3,0,5050,685.0,0,305,2,3.8,4.465,1.942,1.273,2.704,300.0,Aston Martin Vantage Roadster 2021 4.0T V8,741730.0,1,1
4.4,8,1,68.0,10.5,0,625,750.0,0,250,5,3.3,4.966,1.903,1.473,2.982,530.0,BMW M5 Sedan 2021 4.4T Competition (625 HP) ,636000.0,1,1
4.0,8,2,65.0,9.4,0,476,630.0,0,302,2,4.0,4.544,1.939,1.259,2.63,165.0,Mercedes-Benz AMG GT Roadster 2021 4.0L V8 (476 HP),650000.0,1,1
4.0,8,1,80.0,8.9,0,612,900.0,0,250,5,3.5,5.295,1.905,1.499,3.165,530.0,Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+,680500.0,1,1
4.0,8,2,80.0,8.3,0,469,700.0,0,250,4,4.6,5.027,1.899,1.411,2.945,400.0,Mercedes-Benz S-Class Coupe 2021 S 560,685000.0,1,1
4.0,8,1,80.0,9.6,0,469,700.0,0,250,5,4.6,5.141,1.905,1.498,3.035,510.0,Mercedes-Benz S-Class 2021 S 560,700000.0,1,1
5.0,8,1,104.0,12.8,0,525,625.0,0,250,4,5.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 5.0L V8 Autobiography LWB (525 PS),753480.0,1,1
5.5,8,2,75.0,10.1,0,585,900.0,0,250,2,4.1,4.617,2.099,1.315,2.585,504.0,Mercedes-Benz SL 63 AMG 2021 5.5L,715000.0,1,1
3.8,6,1,72.0,11.8,0,600,652.0,0,350,4,2.8,4.69,1.895,1.37,2.78,249.0,Nissan GT-R 2021 Nismo,787809.0,1,1
3.8,6,1,72.0,11.8,0,600,652.0,0,350,4,2.8,4.69,1.895,1.37,2.78,249.0,Nissan GT-R 2021 Track Edition,592450.0,1,1
4.0,8,1,80.0,8.3,0,469,700.0,0,250,4,4.6,5.027,1.899,1.411,2.945,400.0,Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC,725000.0,1,1
4.0,8,1,90.0,9.4,0,550,770.0,0,306,4,3.8,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 Turbo,739100.0,1,1
4.0,8,1,90.0,9.5,0,550,770.0,0,304,5,3.8,5.049,1.99,1.428,2.95,520.0,Porsche Panamera Sport Turismo 2021 Turbo,747600.0,1,1
4.0,8,1,90.0,9.5,0,460,620.0,0,289,5,4.1,5.053,1.937,1.422,2.95,520.0,Porsche Panamera Sport Turismo 2021 GTS,612400.0,1,1
4.0,8,2,80.0,10.1,0,612,900.0,0,250,4,3.5,5.051,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S63 4MATIC+,760000.0,1,1
4.0,8,1,90.0,9.5,0,550,770.0,0,306,4,3.9,5.199,1.937,1.432,3.1,500.0,Porsche Panamera 2021 Turbo Executive,778800.0,1,1
4.0,8,1,90.0,9.5,0,460,620.0,0,292,4,4.1,5.053,1.937,1.417,2.95,500.0,Porsche Panamera 2021 GTS,603900.0,1,1
4.0,8,1,90.0,9.5,0,460,620.0,0,292,4,4.1,5.053,1.937,1.417,2.95,500.0,Porsche Panamera 2021 GTS,603900.0,1,1
3.8,8,2,72.0,10.7,0,562,600.0,0,328,2,3.4,4.53,2.095,1.201,2.67,370.0,McLaren 570 GT 2021 3.8T Coupe,777000.0,1,1
6.6,12,1,78.0,12.8,0,585,850.0,0,250,5,3.8,5.238,1.902,1.479,3.21,515.0,BMW 7 Series 2021 M760Li xDrive,648000.0,1,1
6.0,12,2,80.0,14.8,0,630,1000.0,0,250,4,4.7,5.462,1.93,1.498,3.365,500.0,Mercedes-Benz Maybach 2021 S 650,810000.0,1,1
4.0,8,1,80.0,3.3,2,680,850.0,0,310,4,3.4,5.049,1.937,1.423,2.95,405.0,Porsche Panamera 2021 Turbo S E-Hybrid,869000.0,1,1
4.0,8,1,80.0,3.0,2,680,850.0,0,310,5,3.4,5.049,1.99,1.428,2.95,425.0,Porsche Panamera Sport Turismo 2021 Turbo S E-Hybrid,877500.0,1,1
4.0,8,2,65.0,11.4,0,558,680.0,0,316,2,3.7,4.544,1.939,1.259,2.63,165.0,Mercedes-Benz AMG GT Roadster 2021 4.0L V8 (558 HP) C,875000.0,1,1
4.0,8,2,78.0,9.9,0,503,675.0,0,300,4,3.9,4.739,2.06,1.279,2.805,270.0,Aston Martin DB11 2021 4.0T V8 Coupe ,873057.0,1,1
4.0,8,2,78.0,9.9,0,503,675.0,0,322,4,3.9,4.75,2.06,1.3,2.805,270.0,Aston Martin DB11 2021 4.0T V8 Volante,945384.0,1,1
6.0,8,1,90.0,10.6,0,500,660.0,0,303,4,4.8,4.806,2.227,1.404,2.746,358.0,Bentley Continental GT 2021 V8,882000.0,1,1
4.0,8,1,80.0,2.9,0,680,850.0,0,310,4,3.5,5.199,1.937,1.432,3.1,405.0,Porsche Panamera 2021 Turbo S E-Hybrid Executive,908800.0,1,1
6.0,12,2,80.0,11.9,0,630,1000.0,0,250,5,4.3,5.295,1.905,1.499,3.165,530.0,Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),905000.0,1,1
6.0,12,2,80.0,11.9,0,630,1000.0,0,250,5,4.3,5.295,1.905,1.499,3.165,530.0,Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),905000.0,1,1
4.0,8,1,90.0,10.9,0,542,770.0,0,301,4,4.5,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 V8,945000.0,1,1
6.0,12,2,75.0,11.9,0,630,1000.0,0,250,2,4.0,4.617,2.099,1.315,2.585,504.0,Mercedes-Benz SL 65 AMG 2021 6.0L,965000.0,1,1
6.0,12,2,80.0,14.2,0,630,1000.0,0,250,4,4.1,5.051,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S 65 ,980000.0,1,1
4.0,8,1,85.0,12.7,0,650,850.0,0,305,4,3.6,5.112,2.016,1.638,3.003,574.0,Lamborghini Urus 2021 4.0T V8,997500.0,1,1
6.0,12,1,85.0,13.1,0,600,900.0,0,301,5,4.1,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 6.0L W12,1005000.0,1,1
4.0,8,1,85.0,11.4,0,542,770.0,0,290,5,4.5,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 4.0L V8 ,850000.0,1,1
4.0,8,1,85.0,11.4,0,542,770.0,0,290,5,4.5,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 4.0L V8  Design Series ,1050000.0,1,1
6.0,12,1,85.0,13.1,0,626,900.0,0,301,5,4.1,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 6.0L W12 Speed,1200000.0,1,1
6.0,12,1,85.0,13.1,0,600,900.0,0,301,5,4.1,5.14,1.998,1.742,2.995,484.0,Bentley Bentayga 2021 6.0L W12 Mulliner ,1600000.0,1,1
6.0,12,1,90.0,14.9,0,567,700.0,0,314,4,4.7,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 W12,1200000.0,1,1
6.8,8,2,96.0,15.0,0,530,1100.0,0,305,5,4.9,5.575,1.926,1.521,3.266,443.0,Bentley Mulsanne 2021 6.75L V8 Speed,1600000.0,1,1
6.0,12,1,90.0,13.3,0,635,900.0,0,333,5,3.8,5.316,1.987,1.484,3.194,420.0,Bentley Flying Spur 2021 6.0L W12 ,1300000.0,1,1
6.6,12,2,82.0,14.3,0,563,820.0,0,250,5,4.9,5.399,1.948,1.55,3.295,490.0,Rolls Royce Ghost 2021 6.6L Short Wheelbase,1150000.0,1,1
6.6,12,2,83.0,14.3,0,624,800.0,0,250,4,4.6,5.285,1.947,1.507,3.112,470.0,Rolls Royce Wraith 2021 6.6L Base,1400000.0,1,1
6.6,12,2,82.0,14.4,0,563,820.0,0,250,4,5.0,5.569,1.948,1.55,3.465,490.0,Rolls Royce Ghost 2021 6.6L Extended Wheelbase,1300000.0,1,1
6.6,12,2,82.0,14.6,0,593,840.0,0,250,5,4.8,5.399,1.948,1.55,3.295,490.0,Rolls Royce Ghost 2021 6.6L Black Badge ,1400000.0,1,1
6.0,12,1,90.0,12.2,0,626,900.0,0,333,4,3.7,4.805,1.954,1.405,2.851,358.0,Bentley Continental GT 2021 6.0L W12 (626 HP),1650000.0,1,1
6.6,12,2,83.0,14.6,0,624,870.0,0,250,4,4.5,5.285,1.947,1.507,3.112,470.0,Rolls Royce Wraith 2021 6.6L Black Badge,1600000.0,1,1
6.6,12,2,82.0,14.1,0,563,820.0,0,250,4,5.0,5.285,1.947,1.502,3.112,283.0,Rolls Royce Dawn 2021 6.6L V12,1300000.0,1,1
6.8,8,2,96.0,14.6,0,505,1020.0,0,296,5,5.3,5.575,1.926,1.521,3.266,443.0,Bentley Mulsanne 2021 6.75L V8,1400000.0,1,1
6.5,12,1,85.0,16.9,0,740,690.0,0,350,2,3.0,4.797,2.03,1.136,2.7,140.0,Lamborghini Aventador S Roadster 2021 6.5L V12 (740 HP),1800000.0,1,1
6.6,12,2,82.0,14.7,0,593,840.0,0,250,4,4.9,5.285,1.947,1.502,3.112,283.0,Rolls Royce Dawn 2021 6.6L V12 Black Badge,1500000.0,1,1
6.7,12,2,100.0,14.8,0,563,900.0,0,250,4,5.3,5.762,2.018,1.646,3.552,548.0,Rolls Royce Phantom 2021 6.75L Short Wheelbase ,2100000.0,1,1
6.5,12,1,90.0,16.0,0,770,720.0,0,350,2,2.8,4.343,2.098,1.136,2.7,140.0,Lamborghini Aventador SVJ 2021 LP770-4 Coupe ,1990000.0,1,1
6.8,8,2,96.0,15.0,0,505,1020.0,0,296,5,5.5,5.825,1.926,1.541,3.516,446.0,Bentley Mulsanne 2021 6.75L V8 Extended Wheelbase,1700000.0,1,1
8.0,16,1,100.0,22.5,0,1500,1600.0,0,420,2,2.4,4.544,2.037,1.212,2.711,45.0,Bugatti Chiron 2021 8.0L W16,9975000.0,1,1
1.1,3,0,35.0,5.0,0,67,87.0,1,150,4,15.5,3.5,1.6,1.47,2.36,110.0,Suzuki Celerio (Old Shape) 2021 GA,3100.0,5,5
1.1,3,0,35.0,5.0,0,67,87.0,0,150,4,15.5,3.5,1.6,1.47,2.36,110.0,Suzuki Celerio (Old Shape) 2021 GLX,3400.0,5,5
1.4,4,0,35.0,5.1,0,98,127.0,0,170,5,12.0,3.636,1.597,1.483,2.385,314.0,Chevrolet Spark 2021 1.4L LS,3500.0,5,5
1.4,4,0,45.0,6.3,0,75,118.0,1,156,2,16.0,3.864,1.716,1.721,2.513,2800.0,Fiat Fiorino 2021 1.4L Standard,3500.0,5,5
1.2,4,0,35.0,6.0,0,84,122.0,0,161,5,13.7,3.595,1.595,1.495,2.4,255.0,Kia Picanto 2021 1.2L Base,4600.0,5,5
1.5,4,0,45.0,7.5,0,113,143.0,0,170,5,14.0,4.31,1.72,1.5,2.5,450.0,BAIC A115 Sedan 2021 1.5L Basic,3800.0,5,5
1.5,4,0,42.0,6.8,0,107,140.0,0,175,5,13.0,4.45,1.748,1.493,2.57,502.0,Chery Arrizo 3 2021 1.5L Baisc,3900.0,5,5
1.0,3,0,35.0,4.3,0,67,90.0,0,155,5,15.2,3.6,1.6,1.54,2.425,254.0,Suzuki Celerio 2021 1.0L A/T,3900.0,5,5
1.2,3,0,42.0,4.9,0,76,100.0,0,170,5,14.0,4.245,1.67,1.515,2.55,450.0,Mitsubishi Attrage 2021 1.2 GLX (Base),4000.0,5,5
